id ,kode,nama,kategori,link_kategori,jenis,stock,harga_beli,suplier,tanggal_masuk,tanggal_update,created_at,updated_at,d_ss,L,Z,SS,d_rop,ROP,AU,stock_max,jumlah_harus_beli,status_material
113,SS-SUS-631,Stainless Steel SUS631,Stainless Steel,SS,JIS,13,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,40,27,
114,SS-SUS-42J7,Stainless Steel SUS420J7,Stainless Steel,SS,JIS,11,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,35,24,
115,SS-SUS-42F2,Stainless Steel SUS420F2,Stainless Steel,SS,JIS,2,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,35,33,
116,SS-SUS-501,Stainless Steel SUS501,Stainless Steel,SS,JIS,16,150000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,1,30,14,
117,SS-AIS-3105,Stainless Steel AISI3105,Stainless Steel,SS,AISI,31,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,33,2,
118,SS-AIS-201,Stainless Steel AISI201,Stainless Steel,SS,AISI,19,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,34,15,
119,SS-AIS-202,Stainless Steel AISI202,Stainless Steel,SS,AISI,14,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,35,21,
120,SS-AIS-301,Stainless Steel AISI301,Stainless Steel,SS,AISI,33,150000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,37,4,
121,SS-AIS-302,Stainless Steel AISI302,Stainless Steel,SS,AISI,15,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,38,23,
122,SS-AIS-302B,Stainless Steel AISI302B,Stainless Steel,SS,AISI,25,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,34,9,
123,SS-AIS-303,Stainless Steel AISI303,Stainless Steel,SS,AISI,15,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,21,
124,SS-AIS-303S,Stainless Steel AISI303SE,Stainless Steel,SS,AISI,23,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,33,10,
125,SS-AIS-304,Stainless Steel AISI304,Stainless Steel,SS,AISI,16,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,32,16,
126,SS-AIS-304L,Stainless Steel AISI304L,Stainless Steel,SS,AISI,15,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,21,
127,SS-AIS-304N,Stainless Steel AISI304N,Stainless Steel,SS,AISI,30,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,6,
128,SS-AIS-30LN,Stainless Steel AISI304LN,Stainless Steel,SS,AISI,16,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,20,
129,SS-S30-431,Stainless Steel S30431,Stainless Steel,SS,AISI,27,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,9,
130,SS-AIS-305,Stainless Steel AISI305,Stainless Steel,SS,AISI,18,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,41,23,
131,SS-AIS-309,Stainless Steel AISI309S,Stainless Steel,SS,AISI,40,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,0,
132,SS-AIS-3105,Stainless Steel AISI310S,Stainless Steel,SS,AISI,15,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,34,19,
133,SS-AIS-316,Stainless Steel AISI316,Stainless Steel,SS,AISI,10,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,39,29,
134,SS-AIS-316L,Stainless Steel AISI316L,Stainless Steel,SS,AISI,9,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,33,24,
135,SS-AIS-316N,Stainless Steel AISI316N,Stainless Steel,SS,AISI,21,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,15,
136,SS-AIS-36LN,Stainless Steel AISI316LN,Stainless Steel,SS,AISI,21,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,38,17,
137,SS-AIS-317,Stainless Steel AISI317,Stainless Steel,SS,AISI,5,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,42,37,
138,SS-AIS-317L,Stainless Steel AISI317L,Stainless Steel,SS,AISI,37,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,1,29,0,
139,SS-N08-904,Stainless Steel N08904,Stainless Steel,SS,AISI,9,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,33,24,
140,SS-AIS-321,Stainless Steel AISI321,Stainless Steel,SS,AISI,0,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,38,38,
141,SS-AIS-347,Stainless Steel AISI347,Stainless Steel,SS,AISI,28,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,37,9,
142,SS-AIS-384,Stainless Steel AISI384,Stainless Steel,SS,AISI,37,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,32,0,
143,SS-AIS-30CU,Stainless Steel AISI304CU,Stainless Steel,SS,AISI,21,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,41,20,
144,SS-AIS-329,Stainless Steel AISI329,Stainless Steel,SS,AISI,25,150000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,11,
145,SS-S31-803,Stainless Steel S31803,Stainless Steel,SS,AISI,13,250000,Rakan Pratama Mandiri,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,39,26,
146,SS-S31-260,Stainless Steel S31260,Stainless Steel,SS,AISI,29,200000,Rakan Pratama Mandiri,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,35,6,
147,SS-AIS-405,Stainless Steel AISI405,Stainless Steel,SS,AISI,32,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,37,5,
148,SS-AIS-429,Stainless Steel AISI429,Stainless Steel,SS,AISI,8,150000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,35,27,
149,SS-AIS-430,Stainless Steel AISI430,Stainless Steel,SS,AISI,24,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,32,8,
150,SS-AIS-430F,Stainless Steel AISI430F,Stainless Steel,SS,AISI,23,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,37,14,
151,SS-AIS-434,Stainless Steel AISI434,Stainless Steel,SS,AISI,16,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,32,16,
152,SS-AIS-436,Stainless Steel AISI436,Stainless Steel,SS,AISI,33,150000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,34,1,
153,SS-AIS-444,Stainless Steel AISI444,Stainless Steel,SS,AISI,20,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,37,17,
154,SS-AIS-403,Stainless Steel AISI403,Stainless Steel,SS,AISI,9,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,41,32,
155,SS-AIS-410,Stainless Steel AISI410,Stainless Steel,SS,AISI,14,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,22,
156,SS-AIS-410S,Stainless Steel AISI410S,Stainless Steel,SS,AISI,28,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,34,6,
157,SS-AIS-416,Stainless Steel AISI416,Stainless Steel,SS,AISI,0,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,1,29,29,
158,SS-AIS-426,Stainless Steel AISI426,Stainless Steel,SS,AISI,27,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,9,
159,SS-AIS-429,Stainless Steel AISI429,Stainless Steel,SS,AISI,38,150000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,1,29,0,
160,SS-AIS-420F,Stainless Steel AISI420F,Stainless Steel,SS,AISI,39,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,1,30,0,
161,SS-AIS-439,Stainless Steel AISI439,Stainless Steel,SS,AISI,32,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,31,0,
162,SS-AIS-440A,Stainless Steel AISI440A,Stainless Steel,SS,AISI,5,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,39,34,
163,SS-AIS-440B,Stainless Steel AISI440B,Stainless Steel,SS,AISI,7,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,39,32,
164,SS-AIS-440C,Stainless Steel AISI440C,Stainless Steel,SS,AISI,2,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,1,30,28,
165,SS-S44-02L,Stainless Steel S44020L,Stainless Steel,SS,AISI,40,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,37,0,
166,SS-S17-400,Stainless Steel S17400,Stainless Steel,SS,AISI,6,150000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,30,
167,SS-S17-700,Stainless Steel S17700,Stainless Steel,SS,AISI,13,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,30,17,
168,SS-AIS-422,Stainless Steel AISI422,Stainless Steel,SS,AISI,39,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,31,0,
169,SS-AIS-424,Stainless Steel AISI424,Stainless Steel,SS,AISI,38,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,37,0,
170,SS-AIS-420F,Stainless Steel AISI420F,Stainless Steel,SS,AISI,17,150000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,40,23,
171,SS-AIS-436,Stainless Steel AISI436,Stainless Steel,SS,AISI,27,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,41,14,
172,SS-AIS-441A,Stainless Steel AISI441A,Stainless Steel,SS,AISI,30,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,1,30,0,
173,SS-AIS-441B,Stainless Steel AISI441B,Stainless Steel,SS,AISI,21,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,1,30,9,
174,SS-AIS-441C,Stainless Steel AISI441C,Stainless Steel,SS,AISI,42,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,32,0,
175,SS-S44-02N,Stainless Steel S44020N,Stainless Steel,SS,AISI,32,300000,Rakan Pratama Mandiri,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,38,6,
176,SS-S17-406,Stainless Steel S17406,Stainless Steel,SS,AISI,26,150000,Rakan Pratama Mandiri,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,31,5,
177,SS-S17-767,Stainless Steel S17767,Stainless Steel,SS,AISI,29,250000,Rakan Pratama Mandiri,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,41,12,
178,SS-AIS-420Z,Stainless Steel AISI420Z,Stainless Steel,SS,AISI,34,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,2,
179,SS-AIS-420G,Stainless Steel AISI420G,Stainless Steel,SS,AISI,3,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,32,29,
180,SS-AIS-420F,Stainless Steel AISI420F,Stainless Steel,SS,AISI,6,150000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,38,32,
181,SS-AIS-438,Stainless Steel AISI438,Stainless Steel,SS,AISI,33,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,1,30,0,
182,SS-AIS-444A,Stainless Steel AISI444A,Stainless Steel,SS,AISI,7,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,34,27,
183,SS-AIS-444B,Stainless Steel AISI444B,Stainless Steel,SS,AISI,19,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,33,14,
184,SS-AIS-444C,Stainless Steel AISI444C,Stainless Steel,SS,AISI,35,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,1,30,0,
185,SS-S44-020,Stainless Steel S44020,Stainless Steel,SS,AISI,5,200000,Rakan Pratama Mandiri,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,37,32,
186,SS-S17-457,Stainless Steel S17457,Stainless Steel,SS,AISI,12,300000,Rakan Pratama Mandiri,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,38,26,
187,SS-S17-748,Stainless Steel S17748,Stainless Steel,SS,AISI,27,150000,Rakan Pratama Mandiri,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,34,7,
188,SS-AIS-420N,Stainless Steel AISI420N,Stainless Steel,SS,AISI,41,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,32,0,
189,SS-AIS-420J,Stainless Steel AISI420J,Stainless Steel,SS,AISI,23,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,35,12,
190,SS-AIS-420F,Stainless Steel AISI420F,Stainless Steel,SS,AISI,30,300000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,34,4,
191,SS-AIS-431,Stainless Steel AISI431,Stainless Steel,SS,AISI,8,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,38,30,
192,HRS-SUH-616,Heat-Resiting Steel SUH616,Heat Resiting Steel,HRS,JIS,4,200000,CV. Bintang Jaya,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,10,2,35,31,
193,HRS-SUH-21,Heat-Resiting Steel SUH21,Heat Resiting Steel,HRS,JIS,5,300000,CV. Bintang Jaya,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,8,2,30,25,
194,HRS-SUH-409,Heat-Resiting Steel SUH409,Heat Resiting Steel,HRS,JIS,11,250000,CV. Bintang Jaya,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,11,2,40,29,
195,HRS-SUH-409L,Heat-Resiting Steel SUH409L,Heat Resiting Steel,HRS,JIS,18,200000,CV. Bintang Jaya,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,8,2,31,13,
196,HRS-SUH-446,Heat-Resiting Steel SUH446,Heat Resiting Steel,HRS,JIS,26,300000,CV. Bintang Jaya,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,9,2,33,7,
197,HRS-SUH-1,Heat-Resiting Steel SUH1,Heat Resiting Steel,HRS,JIS,11,150000,CV. Bintang Jaya,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,10,2,37,26,
198,HRS-SUH-3,Heat-Resiting Steel SUH3,Heat Resiting Steel,HRS,JIS,2,250000,CV. Bintang Jaya,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,8,2,30,28,
199,HRS-SUH-4,Heat-Resiting Steel SUH4,Heat Resiting Steel,HRS,JIS,38,200000,CV. Bintang Jaya,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,10,2,36,0,
200,HRS-SUH-11,Heat-Resiting Steel SUH11,Heat Resiting Steel,HRS,JIS,32,300000,CV. Bintang Jaya,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,10,2,37,5,
201,HRS-SUH-600,Heat-Resiting Steel SUH600,Heat Resiting Steel,HRS,JIS,8,150000,CV. Bintang Jaya,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,11,2,41,33,
202,HRS-AIS-309,Heat-Resiting Steel AISI309,Heat Resiting Steel,HRS,AISI,35,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,35,0,
203,HRS-AIS-310,Heat-Resiting Steel AISI310,Heat Resiting Steel,HRS,AISI,6,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,39,33,
204,HRS-N08-330,Heat-Resiting Steel N08330,Heat Resiting Steel,HRS,AISI,11,300000,Rakan Pratama Mandiri,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,33,22,
205,HRS-AIS-409,Heat-Resiting Steel AISI409,Heat Resiting Steel,HRS,AISI,39,250000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,31,0,
206,HRS-AIS-446,Heat-Resiting Steel AISI446,Heat Resiting Steel,HRS,AISI,10,200000,Inti Sarana Kreasi,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,34,24,
207,FS-SF-540,Forged Steel SF540A,Forged Steel,FS,JIS,5,300000,Willy Teknhik,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,10,2,38,33,
208,FS-SF-440,Forged Steel SF440A,Forged Steel,FS,JIS,4,150000,Willy Teknhik,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,11,2,41,37,
209,FS-SF-490,Forged Steel SF490A,Forged Steel,FS,JIS,34,250000,Willy Teknhik,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,11,2,41,7,
210,FS-SF-580,Forged Steel SF580A,Forged Steel,FS,JIS,25,200000,Willy Teknhik,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,11,2,40,15,
211,FS-AIS-4345,Stainless Steel AISI4345,Forged Steel,FS,AISI,34,300000,Willy Teknhik,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,9,2,32,0,
212,AAM-A-40,Al-Alloy Metal A40,Al-Alloy-Metal,AAM,JIS,24,150000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,10,2,36,12,
213,AAM-SNM-625,Al-Alloy Metal SNCM625,Al-Alloy-Metal,AAM,JIS,7,250000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,36,29,
214,AAM-SNM-630,Al-Alloy Metal SNCM630,Al-Alloy-Metal,AAM,JIS,6,200000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,40,34,
215,AAM-SNM-815,Al-Alloy Metal SNCM815,Al-Alloy-Metal,AAM,JIS,35,300000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,31,0,
216,AAM-AIS-1046,Al-Alloy-Metal AISI1046,Al-Alloy-Metal,AAM,AISI,9,150000,PT. Gemilang Mahakarya ,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,9,2,32,23,
217,WM-WJ-2,White Metal WJ2,White Metal,WM,JIS,15,250000,Willy Teknhik,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,9,2,34,19,
218,WM-WJ-2B,White Metal WJ2B,White Metal,WM,JIS,24,200000,Willy Teknhik,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,9,2,34,10,
219,WM-AIS-1045,White Metal AISI1045,White Metal,WM,AISI,40,250000,PT. Gemilang Mahakarya ,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,10,2,35,0,
220,NMS-AIS-4340,Ni-Cr-Mo Steel AISI4340,Ni-Cr-Mo Steel,NMS,AISI,19,200000,Willy Teknhik,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,5,,1,,9,2,31,12,
221,NCS-SNC-236,Ni-Cr Steel SNC236,Ni-Cr Steel,NCS,JIS,1,300000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,33,32,
222,NCS-SNC-631,Ni-Cr Steel SNC631,Ni-Cr Steel,NCS,JIS,17,250000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,32,15,
223,NCS-SNC-815,Ni-Cr Steel SNC815,Ni-Cr Steel,NCS,JIS,13,200000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,40,27,
224,NCS-SNM-220,Ni-Cr Steel SNCM220,Ni-Cr Steel,NCS,JIS,14,300000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,34,20,
225,NCS-SNM-240,Ni-Cr Steel SNCM240,Ni-Cr Steel,NCS,JIS,30,150000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,34,4,
226,NCS-SNM-420,Ni-Cr Steel SNCM420,Ni-Cr Steel,NCS,JIS,13,250000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,7,2,42,29,
227,NCS-SNM-431,Ni-Cr Steel SNCM431,Ni-Cr Steel,NCS,JIS,20,200000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,32,12,
228,NCS-AIS-8620,Ni-Cr Steel AISI8620,Ni-Cr Steel,NCS,AISI,40,250000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,5,2,31,0,
229,NCS-AIS-8637,Ni-Cr Steel AISI8637,Ni-Cr Steel,NCS,AISI,30,200000,Centralindo Sealing,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,8/8/2022 1:38,,3,,1,,6,2,37,7,
